algo,k,frac,m,seed,center_idx,latitude,longitude,price
random,4,0.005,40.0,0.0,1,37.69893791774644,-122.45946177190812,166.75
random,4,0.005,40.0,0.0,2,37.767992,-122.487636,122.39999999999999
random,4,0.005,40.0,0.0,3,37.756874375,-122.43629225,270.68749999999994
random,4,0.005,40.0,1.0,0,37.689837499999996,-122.4704025,200.0
random,4,0.005,40.0,1.0,1,37.779972674967354,-122.41797377576192,202.38888888888889
random,4,0.005,40.0,1.0,2,37.70266564487041,-122.42509022864118,102.83333333333334
random,4,0.005,40.0,1.0,3,37.761658334896154,-122.4746957384201,125.33333333333333
random,4,0.005,40.0,2.0,0,37.77406722790544,-122.41764259552131,187.58620689655172
random,4,0.005,40.0,2.0,1,37.794735,-122.411035,1803.0
random,4,0.005,40.0,2.0,2,37.643473725,-122.43613625,272.0
random,4,0.005,40.0,2.0,3,37.73677,-122.487402,344.6
random,4,0.005,40.0,3.0,0,37.75278032657052,-122.44182731349223,262.2307692307692
random,4,0.005,40.0,3.0,1,37.789645,-122.42676,1501.5000000000002
random,4,0.005,40.0,3.0,2,37.768426009396514,-122.40627748643192,156.84210526315792
random,4,0.005,40.0,3.0,3,37.65305626975098,-122.45469220906575,175.16666666666669
random,4,0.005,40.0,4.0,0,37.77672274455988,-122.41714329974921,154.55
